damage,kills,rifle,sniper,pistol,smg,grenade,preplant kill,postplant kill,fast_kill_rating (first_kill),total kills,total deaths,avg kill time,assists,alone kills,Avg Distance to A bomb (on kill),times in catwalk_box,times in topmid_box,times in chair_box,times in midlane_box,times in underpass_box,times in window_box,times in stairs_box,times in tetris_box,times in sandwhich_box,times in Asite_box,times in firebox_box,times in jungle_box,times in connector_box,times in opening_box,times in opening2_box,times in A_main_box,times in T_ramp_box,times in hell_box,times in palace_box,times in pillars_box,times in ticket_box,times in CT_ramp_box,alone_death,total_distance_traveled,Role,id
1515,10,8,0,0,2,0,9,1,5,10,10,197.3977,19,1,237.2611424,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,3,7027.318611,,76561198363614402
1097,10,2,8,0,0,0,9,1,5,10,17,248.7379111,13,2,258.6885085,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,2,7100.380246,,76561198132376628
1536,14,12,0,0,1,1,11,3,5,14,9,179.5334769,17,2,160.3132788,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,2,0,2,7887.964661,,76561198348663932
974,10,8,0,0,2,0,9,1,4,10,13,273.4008667,6,1,310.1420707,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,7507.627651000001,,76561198364831274
848,8,4,1,0,3,0,8,0,5,8,10,278.365,13,2,313.8145458,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4772.639926,,76561198191105919
1060,10,2,5,1,2,0,8,2,5,10,9,153.9660889,13,2,160.8591274,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,1,0,0,0,0,3971.591589,,76561198322970106
1027,10,7,1,2,0,0,7,3,4,10,6,233.9599222,12,5,260.6305377,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4313.847123,,76561198028331480
1268,13,6,7,0,0,0,10,3,3,13,7,173.1101917,10,2,204.2459951,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,4506.458640999999,,76561198130590948
773,8,4,1,1,2,0,8,0,5,8,9,218.1467286,8,2,228.1401866,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3,5041.940932,,76561198043568853
601,6,3,1,0,1,0,5,1,5,6,10,355.43746,8,1,435.12941900000004,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4328.970639,,76561198107729857
958,7,6,0,0,0,1,7,0,5,7,10,327.3479833,14,5,324.27504849999997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2,4809.277410000001,2.0,76561198035959279
1071,9,4,1,1,2,1,6,3,4,9,9,251.8595875,12,2,315.4357106,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,3855.6927630000005,,76561198201093317
1167,10,2,7,0,1,0,9,1,3,10,8,224.98292220000002,8,3,258.98864130000004,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,5013.614532,,76561198103725373
681,8,6,0,0,2,0,7,1,5,8,11,176.7881429,5,0,206.41067890000002,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3361.394231,,76561198142317460
1028,9,6,0,0,3,0,8,1,5,9,11,269.891475,14,4,254.13332889999998,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,6324.281625,2.0,76561197962601009
1030,9,7,0,0,0,0,9,0,4,9,10,338.33435,15,3,364.6810284,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,6968.397495,,76561198284620960
1034,11,7,0,0,4,0,9,2,5,11,11,202.477,14,2,204.7004053,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,1,0,0,0,0,0,1,0,3292.619386,,76561198000651114
1446,12,0,11,0,1,0,11,1,3,12,13,248.88909089999999,15,1,257.1836027,0,0,0,2,0,3,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,1,6292.765759000001,,76561198171469541
1227,11,10,0,0,1,0,4,7,3,11,9,188.94082,16,5,190.5386145,0,0,0,0,0,0,2,0,1,1,0,1,0,2,0,1,0,0,0,0,0,0,4,4904.725854,,76561198056524985
1056,13,13,0,0,0,0,8,5,5,13,9,208.26870830000001,14,4,228.86445559999999,0,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0,2,0,0,0,2,7150.599416,2.0,76561198002907836
1199,8,8,0,0,0,0,3,5,5,8,12,189.05557140000002,17,1,167.17935659999998,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,3,7221.237134,,76561198034010786
862,10,9,0,1,0,0,6,4,5,10,9,240.4488778,16,3,235.2254853,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,2,2,4946.630593,2.0,76561198337681150
1077,10,6,2,0,2,0,8,2,4,10,12,299.9878889,13,1,305.419231,0,2,0,0,0,0,3,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,2,5326.071787,,76561198275745553
1525,13,10,3,0,0,0,12,1,5,13,10,175.66041669999998,7,0,173.7122903,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,4458.373662,,76561197992531569
752,8,2,6,0,0,0,7,1,5,8,4,157.9559571,7,2,184.94456100000002,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1091.077128,,76561198129992335
579,5,3,2,0,0,0,4,1,4,5,2,267.443775,7,1,317.1697621,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1695.0276399999998,,76561198314025557
310,1,1,0,0,0,0,1,0,4,1,3,0.0,7,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1781.2577219999998,,76561198300392290
322,3,3,0,0,0,0,3,0,3,3,3,514.5848,4,0,634.2287649,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,950.6450216,,76561198262787454
263,4,4,0,0,0,0,2,2,5,4,4,263.1067,5,0,392.7280262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2107.305086,,76561198191993241
424,3,0,2,1,0,0,3,0,5,3,5,383.5784,5,2,242.9452233,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1722.75411,,76561197969004217
496,7,3,1,2,1,0,3,4,5,7,3,142.7178833,6,2,226.62418760000003,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,1839.828123,,76561198245651302
552,4,4,0,0,0,0,4,0,5,4,4,25.393,6,0,38.85188144,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,1996.365781,,76561198294197895
164,1,1,0,0,0,0,1,0,5,1,4,0.0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1796.721075,,76561198013128832
658,4,2,0,0,2,0,4,0,5,4,8,443.249,8,1,548.7812652000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5309.116282999999,,76561198137618710
740,7,2,4,1,0,0,7,0,5,7,7,133.1819667,10,1,100.61317609999999,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,5700.119570000001,,76561198130694160
980,11,2,7,2,0,0,8,3,4,11,7,148.48459,11,1,203.81634609999998,0,0,0,0,0,0,4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,2903.9697960000003,,76561198145271397
577,4,4,0,0,0,0,4,0,4,4,8,502.06483330000003,12,0,515.1306089,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,4237.358979,,76561198333119399
665,6,5,0,1,0,0,6,0,5,6,8,183.30522,7,1,184.4988007,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3589.0698369999996,,76561198171000165
955,8,7,0,0,1,0,8,0,5,8,6,228.13787140000002,11,5,228.2791946,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,4189.74795,2.0,76561197992836355
786,9,7,0,1,1,0,7,2,4,9,5,165.5307625,11,4,168.6673136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,1,3621.33626,,76561197989197531
638,2,1,1,0,0,0,2,0,5,2,8,492.80199999999996,10,0,467.9053626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3703.387368,,76561197996414901
1042,12,12,0,0,0,0,9,3,5,12,5,115.9985364,12,2,158.7972014,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,5822.969053,2.0,76561197965400418
493,6,3,0,0,3,0,4,2,5,6,7,248.1327,2,3,275.0947435,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3051.437902,,76561198000239250
913,8,7,0,1,0,0,6,2,5,8,6,242.9207571,12,0,294.30260730000003,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,2538.729687,,76561198083851656
860,6,6,0,0,0,0,5,1,5,6,6,317.81572,10,1,329.66576969999994,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,3194.940411,,76561198151956262
1231,14,0,12,2,0,0,13,1,4,14,3,128.9448923,12,0,127.02808759999999,1,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3004.793573,,76561198161860645
400,3,2,1,0,0,0,2,1,5,3,5,178.1619,8,1,342.8449807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2404.571669,,76561198276850531
383,6,6,0,0,0,0,6,0,3,6,5,311.15184,7,0,339.3007039,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,3252.183148,,76561198206812669
1139,9,3,4,2,0,0,9,0,5,9,9,197.7126625,10,7,210.1493758,0,0,0,2,0,0,0,1,0,0,0,1,0,0,1,2,2,0,0,0,0,0,2,3539.8314950000004,2.0,76561198189351383
296,3,3,0,0,0,0,3,0,4,3,8,789.3505,6,0,892.8885512,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3197.9828899999998,,76561198169339289
644,6,5,1,0,0,0,4,2,4,6,7,338.0698,7,1,271.6095525,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2819.653454,,76561198030249763
613,5,5,0,0,0,0,3,2,5,5,7,393.33895,7,2,380.3546356,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,2,1911.529165,,76561198348012108
227,2,1,1,0,0,0,1,1,5,2,6,186.757,2,1,26.67214563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1361.030459,,76561198022844269
1359,14,4,6,2,0,2,14,0,5,14,9,136.05255380000003,14,3,128.0151334,0,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3116.942299,2.0,76561198064742200
1334,10,10,0,0,0,0,8,2,4,10,6,218.6812333,16,1,177.1297503,0,2,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,1,4984.851758,,76561198219540837
1659,18,18,0,0,0,0,13,5,5,18,5,101.6555059,15,3,126.9633538,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,3,0,0,0,0,3511.9387469999997,,76561198002183589
577,5,4,0,0,0,1,4,1,5,5,8,425.979875,11,2,430.2414539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,5445.4929329999995,,76561198193830101
744,4,1,0,0,3,0,4,0,5,4,9,333.0593333,8,0,308.50401949999997,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,4036.8764950000004,,76561198228624680
1031,11,9,1,1,0,0,9,2,5,11,10,175.68374,10,7,209.8232634,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,4,6286.143854,,76561198257314133
481,5,1,0,1,3,0,3,2,4,5,11,495.47095,6,2,461.7409369,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,4214.901723,,76561198072064806
1125,11,5,2,4,0,0,11,0,5,11,9,182.67268,11,1,190.07042230000002,0,2,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3752.867403,,76561198004222916
1057,7,5,1,1,0,0,7,0,4,7,10,236.0651,9,2,299.7292023,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4537.265803,,76561198238985764
930,10,4,6,0,0,0,8,2,5,10,11,233.68354440000002,10,0,212.6445804,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,4,3114.2878739999996,,76561198161288585
1271,7,3,1,0,3,0,7,0,4,7,13,379.3574667,21,0,408.01124120000003,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,6309.291088,,76561197970149253
1275,13,13,0,0,0,0,10,3,4,13,10,197.01700830000001,17,2,207.76005130000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,6,6772.990622,,76561198064762458
1819,19,10,6,2,1,0,18,1,5,19,10,127.6655389,18,4,125.43181270000001,0,0,0,0,0,1,0,1,0,1,0,1,2,1,1,1,1,2,1,0,0,0,3,7724.851718999999,2.0,76561197966120083
816,6,5,0,0,1,0,6,0,5,6,14,370.77236,11,0,454.93280980000003,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,1,4336.701422,,76561197968126959
1253,9,8,0,0,0,1,8,1,5,9,14,248.5196625,16,0,251.48645750000003,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,3,4733.8930740000005,,76561198115583936
1516,16,2,11,3,0,0,15,1,5,16,10,157.9869267,18,6,151.465779,0,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,2,6043.160485,,76561198075648755
1232,10,9,1,0,0,0,9,1,4,10,10,248.80343330000002,16,0,237.04294339999998,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,1,0,0,0,0,4535.350498,,76561197987633842
1242,11,11,0,0,0,0,11,0,5,11,9,219.09309,11,2,211.44388540000003,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,4422.868286,,76561198101669937
1019,12,10,0,0,1,1,10,2,4,12,12,205.4234545,3,2,195.1275043,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3,3790.11143,,76561198048525062
905,9,8,0,1,0,0,6,3,5,9,9,153.1250375,10,4,152.57114209999997,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4464.276765,2.0,76561198373020617
1271,14,14,0,0,0,0,8,6,5,14,4,153.9771154,11,6,161.625867,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,5831.198815,,76561198346887313
540,4,0,3,0,1,0,3,1,4,4,7,658.0137333,10,2,688.8770168,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4279.79293,,76561198380396535
906,9,6,2,0,1,0,6,3,5,9,6,185.748125,10,2,176.56165900000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5884.318869,,76561198094744430
1073,10,9,0,0,0,1,6,4,5,10,6,179.7474,9,0,125.52589840000002,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,4475.817892,,76561198023317027
1100,8,7,0,0,0,1,6,2,5,8,9,315.02515710000006,14,2,322.3018272,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4389.4659280000005,,76561198346530625
529,2,1,1,0,0,0,2,0,5,2,9,491.276,9,1,765.8474002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4497.592156000001,,76561198307582222
676,6,1,3,1,0,0,6,0,5,6,9,371.84152,8,1,356.99676569999997,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,3,5437.445203,,76561198261378402
976,10,9,1,0,0,0,6,4,4,10,10,193.9895889,11,3,166.1940093,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4940.427984,,76561198115128897
615,6,6,0,0,0,0,6,0,5,6,9,269.08562,3,1,394.0856562,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,4148.032326,,76561198336642678
1417,11,2,4,2,2,1,10,1,5,11,10,242.99614,14,3,234.5157956,3,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7503.067145,2.0,76561198125545428
899,8,0,1,2,4,1,5,3,5,8,9,373.7498429,13,0,420.5965432,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,5120.243337,,76561198172393593
1433,24,20,0,3,1,0,13,11,4,24,6,113.79344350000001,14,8,123.27924679999998,0,0,0,1,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,3,6052.788265,,76561198334389599
1786,27,9,0,0,18,0,16,11,5,27,10,97.04370385,15,2,115.83953899999999,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,1,1,0,1,1,0,2,7718.131552,,76561198396646436
684,6,4,1,1,0,0,5,1,5,6,9,480.19742,9,1,475.2151306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5642.638482,,76561198089964608
1186,8,2,2,2,2,0,5,3,5,8,21,378.3088286,12,4,396.08366739999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5435.821904,,76561198363269809
1581,18,6,8,2,2,0,12,6,4,18,24,154.3198765,17,5,169.1742076,1,0,0,1,0,0,0,0,0,6,0,0,0,2,0,0,0,0,1,0,0,1,6,9346.20525,,76561197984342751
1613,15,15,0,0,0,0,11,4,3,15,10,179.6770071,15,1,183.7366426,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,5,0,0,0,1,0,0,1,6610.132337,,76561198023317027
1207,8,8,0,0,0,0,6,2,4,8,7,336.3321714,14,0,356.03812180000006,0,0,0,1,0,0,1,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,1,3450.9574549999998,,76561198159632618
1083,10,1,6,2,1,0,9,1,5,10,9,262.06745559999996,10,2,255.3703883,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,1,2949.2215539999997,3.0,76561198082757664
1007,10,6,3,0,0,0,8,2,5,10,9,281.4983111,12,1,235.1079048,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,4165.139972999999,,76561198070709648
369,4,3,1,0,0,0,4,0,4,4,10,605.7721667000001,6,0,575.2307001,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2155.167855,,76561198037714592
1008,12,12,0,0,0,0,11,1,3,12,6,176.0933091,13,5,186.2685076,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,2,0,0,0,1,1,5184.87521,,76561198068485762
779,5,2,0,0,1,1,5,0,5,5,10,263.23,11,0,234.91852889999998,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3832.029486,,76561198219222079
1081,9,3,4,2,0,0,7,2,5,9,9,238.7253375,13,3,231.173169,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,2,4220.259156,,76561198017250315
971,12,10,0,0,1,1,10,2,5,12,8,169.6574273,10,3,161.01641619999998,0,1,0,0,0,1,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,4282.375785,,76561198170735670
645,6,0,6,0,0,0,6,0,5,6,9,181.7098,8,2,120.6191736,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4181.415917,,76561198311448598
966,8,6,2,0,0,0,5,3,4,8,7,362.2076,5,2,396.3958931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,3729.7786909999995,,76561198125526604
1161,13,2,10,1,0,0,11,2,5,13,4,133.87381670000002,12,1,129.71928259999999,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,1,3948.1798259999996,,76561198120490532
1260,13,9,1,0,3,0,12,1,4,13,6,136.8039417,14,3,154.54154240000003,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3534.396272,,76561198084028030
982,6,6,0,0,0,0,5,1,5,6,7,268.36964,10,0,282.93740230000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3859.54811,,76561198114885004
430,3,1,2,0,0,0,3,0,3,3,8,264.93465,8,0,252.47770690000002,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3117.4035480000002,,76561198006570423
553,5,2,3,0,0,0,4,1,5,5,6,123.942425,8,2,146.2250093,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,4218.402386,,76561198085645406
464,4,0,1,0,3,0,3,1,5,4,8,168.5801,5,1,65.04721641,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3725.6763579999997,,76561198156857217
594,7,5,2,0,0,0,6,1,5,7,9,238.76356669999998,8,1,262.2433311,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3705.1280409999995,,76561198101893197
824,8,7,1,0,0,0,8,0,4,8,8,130.9101571,10,2,136.6382365,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,5,4522.110079,,76561198153910541
771,6,2,4,0,0,0,5,1,5,6,8,236.89553999999998,9,0,262.2593895,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,4038.634485,,76561198095101736
738,6,4,1,0,1,0,5,1,5,6,7,293.5051,5,2,355.9301579,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4034.072285,,76561198164081644
1258,18,6,8,1,2,0,17,1,5,18,4,74.54701765,13,6,60.51727951,0,0,0,0,0,4,0,1,0,2,0,0,1,0,4,1,0,1,0,0,1,0,0,3632.473288,,76561198300319060
1093,10,5,5,0,0,0,8,2,5,10,5,134.7683111,11,2,134.436855,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3116.313793,,76561198205873275
372,3,0,3,0,0,0,3,0,3,3,5,226.6745,4,0,152.7213489,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1772.9240969999998,3.0,76561198318971100
380,2,2,0,0,0,0,2,0,5,2,5,1094.5085,4,0,1211.1187960000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1330.890079,,76561198241985942
516,2,2,0,0,0,0,1,1,5,2,8,370.9272,6,2,25.38160667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4030.2256310000002,,76561198360003369
645,5,4,1,0,0,0,4,1,4,5,6,305.998025,9,1,258.94593619999995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,4338.228092,,76561198354096842
799,8,8,0,0,0,0,5,3,4,8,6,177.0955429,6,3,113.7261767,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,0,1,0,0,0,0,0,3,3189.8489670000004,,76561198023317027
201,2,2,0,0,0,0,2,0,5,2,8,2.1591,3,2,5.558587431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2055.10533,,76561197999237168
706,7,1,6,0,0,0,6,1,5,7,7,174.1831667,7,2,142.5652418,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4168.368961,,76561197984342751
718,5,5,0,0,0,0,5,0,5,5,8,79.3078,4,0,65.95586715,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2395.2339039999997,1.0,76561198076100521
788,4,1,3,0,0,0,3,1,5,4,13,101.5846667,11,3,238.07722080000002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,5871.001672,,76561198386725237
1678,17,7,7,0,3,0,14,3,5,17,12,135.611575,14,11,131.5716767,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,1,0,0,1,0,0,1,8,7642.457551,,76561198059778702
411,4,3,1,0,0,0,1,3,5,4,13,515.6333333,7,3,498.6063131,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,5285.331826,,76561198259345900
851,7,2,1,0,4,0,6,1,4,7,15,357.6352833,10,1,355.483522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,7,6766.797673,,76561198312988164
913,9,4,2,0,3,0,8,1,5,9,8,249.5583,13,0,293.4704918,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6363.313255,,76561198342856172
1497,17,8,7,1,0,1,13,4,5,17,3,154.0569875,16,7,147.77729330000003,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,1,9791.045743,,76561198309546898
1061,9,8,0,0,1,0,7,2,4,9,9,301.9681,16,0,333.82370499999996,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,6635.02268,,76561198353323906
2499,24,0,21,1,2,0,18,6,4,24,9,104.96038259999999,19,3,89.60459315,0,1,0,1,0,1,1,0,0,2,2,1,0,0,1,0,1,2,1,0,0,1,2,8242.898535,,76561198375304038
959,9,7,0,0,0,1,7,2,5,9,5,273.817525,4,1,307.462752,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,4610.358413,,76561198184630013
1014,9,8,0,0,1,0,8,1,4,9,6,214.7438,10,2,190.1002251,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,4937.211173,,76561198309743553
600,5,1,1,0,2,1,5,0,5,5,7,572.50195,8,1,430.52317410000006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4319.19554,,76561198196210254
391,3,0,3,0,0,0,2,1,4,3,6,876.0406,3,1,1086.808534,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2351.534049,,76561198254776754
1343,11,2,9,0,0,0,10,1,3,11,7,174.41116,14,2,160.7888437,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,7462.6699579999995,,76561198227525564
784,7,5,0,1,1,0,6,1,5,7,8,278.61566669999996,11,2,346.2800707,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,4198.139150999999,,76561198215447760
